Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1624580081,25/03/2016,1810.00,1.18,1.18,0,0.00,0.00,1.13,0.01,0,0,121,1319,1373.00
1624580081,26/03/2016,815.00,0.53,0.53,0,0.00,0.00,0.53,0.00,0,0,47,1393,1264.00
1624580081,27/03/2016,1985.00,1.29,1.29,0,0.00,0.00,1.28,0.01,0,0,112,1328,1350.00
1624580081,28/03/2016,1905.00,1.24,1.24,0,0.00,0.00,1.24,0.00,0,0,95,1345,1342.00
1624580081,29/03/2016,1552.00,1.01,1.01,0,0.00,0.00,1.00,0.00,0,0,66,1374,1300.00
1624580081,30/03/2016,1675.00,1.09,1.09,0,0.00,0.00,1.09,0.00,0,0,84,1356,1313.00
1624580081,31/03/2016,4506.00,2.93,2.93,0,0.51,0.27,2.15,0.01,7,4,144,1285,1498.00
1624580081,01/04/2016,9218.00,5.99,5.99,0,0.00,0.00,5.97,0.01,0,0,221,1219,1541.00
1624580081,02/04/2016,1556.00,1.01,1.01,0,0.00,0.00,1.01,0.01,0,0,88,1352,1327.00
1624580081,03/04/2016,2910.00,1.89,1.89,0,0.00,0.00,1.88,0.01,0,0,157,1283,1452.00
1624580081,04/04/2016,18464.00,12.00,12.00,0,0.00,0.00,12.00,0.00,0,0,270,1170,1574.00
1624580081,05/04/2016,1335.00,0.87,0.87,0,0.00,0.00,0.87,0.00,0,0,74,1366,1308.00
1624580081,06/04/2016,1004.00,0.65,0.65,0,0.00,0.00,0.65,0.00,0,0,55,1385,1276.00
1624580081,07/04/2016,1111.00,0.72,0.72,0,0.00,0.00,0.72,0.00,0,0,54,1386,1278.00
1624580081,08/04/2016,6344.00,4.12,4.12,0,0.00,0.00,4.10,0.00,0,0,143,1297,1409.00
1624580081,09/04/2016,3572.00,2.32,2.32,0,0.00,0.00,2.29,0.03,0,0,122,1318,1370.00
1624580081,10/04/2016,3910.00,2.54,2.54,0,0.47,0.25,1.81,0.01,7,7,186,1240,1555.00
1624580081,11/04/2016,10000.00,6.50,6.50,0,0.00,0.00,6.50,0.00,0,0,172,1268,1469.00
1624580081,12/04/2016,6627.00,4.31,4.31,0,0.00,0.00,4.31,0.00,0,0,89,604,706.00
1644430081,01/04/2016,4636.00,3.41,3.41,0,0.00,0.78,2.60,0.03,0,16,586,838,3323.00
1644430081,02/04/2016,20237.00,14.71,14.71,0,2.57,6.40,5.73,0.01,34,141,347,918,4029.00
1644430081,03/04/2016,12912.00,9.41,9.41,0,4.83,0.77,3.79,0.03,59,16,283,1082,3436.00
1644430081,04/04/2016,2819.00,2.05,2.05,0,0.31,0.17,1.56,0.01,4,4,87,1345,2444.00
1644430081,05/04/2016,9921.00,7.21,7.21,0,0.34,1.52,5.36,0.00,5,35,219,1181,3098.00
1644430081,06/04/2016,8046.00,5.85,5.85,0,1.29,2.12,2.45,0.00,18,41,137,1244,2925.00
1644430081,07/04/2016,11166.00,8.12,8.12,0,0.21,2.41,5.50,0.00,3,58,230,1149,3202.00
1644430081,08/04/2016,7842.00,5.70,5.70,0,0.48,2.41,2.81,0.00,7,43,161,1229,2928.00
1644430081,09/04/2016,13840.00,10.06,10.06,0,1.31,3.72,5.03,0.00,18,81,192,1149,3290.00
1644430081,10/04/2016,1329.00,0.97,0.97,0,0.00,0.00,0.97,0.00,0,0,35,207,489.00
1844505072,01/04/2016,6847.00,4.53,4.53,0,0.61,0.37,3.55,0.00,9,9,251,1171,1969.00
1844505072,02/04/2016,5367.00,3.55,3.55,0,0.00,0.00,3.55,0.00,0,0,263,1177,1889.00
1844505072,03/04/2016,2841.00,1.88,1.88,0,0.00,0.00,1.88,0.00,0,0,136,1114,1636.00
1844505072,04/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,669,1347.00
1844505072,05/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1347.00
1844505072,06/04/2016,7.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,1,1439,1349.00
1844505072,07/04/2016,6344.00,4.19,4.19,0,0.00,0.00,4.19,0.00,0,0,290,1150,1965.00
1844505072,08/04/2016,5316.00,3.51,3.51,0,0.00,0.00,3.51,0.00,0,0,221,1219,1824.00
1844505072,09/04/2016,4979.00,3.29,3.29,0,0.00,0.00,3.29,0.00,0,0,184,620,1807.00
1844505072,10/04/2016,6556.00,4.34,4.34,0,0.00,0.00,4.33,0.00,0,0,305,810,1971.00
1844505072,11/04/2016,5430.00,3.59,3.59,0,0.00,0.00,3.59,0.00,0,0,251,1189,1888.00
1844505072,12/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,426,399.00
1927972279,01/04/2016,4317.00,2.99,2.99,0,0.00,0.37,2.62,0.00,0,11,192,854,2590.00
1927972279,02/04/2016,5662.00,3.92,3.92,0,0.00,0.00,3.92,0.00,0,0,267,858,2783.00
1927972279,03/04/2016,3198.00,2.21,2.21,0,0.00,0.00,2.21,0.00,0,0,146,1183,2449.00
1927972279,04/04/2016,2352.00,1.63,1.63,0,0.00,0.00,1.63,0.00,0,0,128,829,2380.00
1927972279,05/04/2016,2234.00,1.55,1.55,0,0.00,0.00,1.55,0.00,0,0,108,912,2344.00
1927972279,06/04/2016,1259.00,0.87,0.87,0,0.00,0.00,0.87,0.00,0,0,73,938,2202.00
1927972279,07/04/2016,768.00,0.53,0.53,0,0.00,0.00,0.53,0.00,0,0,43,1397,2130.00
1927972279,08/04/2016,519.00,0.36,0.36,0,0.00,0.00,0.36,0.00,0,0,34,1406,2088.00
1927972279,09/04/2016,2523.00,1.75,1.75,0,0.00,0.37,1.38,0.00,0,9,134,1250,2443.00
1927972279,10/04/2016,2105.00,1.46,1.46,0,0.00,0.00,1.46,0.00,0,0,139,805,2442.00
1927972279,11/04/2016,1209.00,0.84,0.84,0,0.00,0.00,0.84,0.00,0,0,73,842,2255.00
1927972279,12/04/2016,24.00,0.02,0.02,0,0.00,0.00,0.02,0.00,0,0,3,161,942.00
2022484408,01/04/2016,13603.00,9.60,9.60,0,5.46,0.63,3.51,0.00,72,16,213,1139,2645.00
2022484408,02/04/2016,5477.00,3.84,3.84,0,0.00,0.00,3.84,0.00,0,0,237,1203,2040.00
2022484408,03/04/2016,11144.00,7.82,7.82,0,1.79,0.89,5.14,0.00,25,22,279,1114,2395.00
2022484408,04/04/2016,15313.00,11.00,11.00,0,5.02,1.29,4.69,0.00,62,19,233,1126,2581.00
2022484408,05/04/2016,10805.00,7.59,7.59,0,0.72,0.98,5.89,0.00,36,37,298,1069,2735.00
2022484408,06/04/2016,15392.00,10.93,10.93,0,3.43,1.75,5.75,0.00,47,42,258,1093,2733.00
2022484408,07/04/2016,18247.00,13.83,13.83,0,7.11,2.21,4.51,0.00,72,62,252,1054,3021.00
2022484408,08/04/2016,13023.00,9.26,9.26,0,3.23,0.56,5.47,0.00,40,12,296,1092,2577.00
2022484408,09/04/2016,16267.00,12.59,12.59,0,5.75,0.47,6.37,0.00,44,16,302,1078,2811.00
2022484408,10/04/2016,10005.00,7.02,7.02,0,0.08,1.05,5.90,0.00,1,23,339,1077,2458.00
2022484408,11/04/2016,10106.00,7.09,7.09,0,1.21,0.56,5.33,0.00,41,16,272,1111,2568.00
2022484408,12/04/2016,6717.00,4.72,4.72,0,3.23,0.22,1.27,0.00,41,5,67,551,1140.00
2026352035,01/04/2016,2605.00,1.62,1.62,0,0.00,0.00,1.62,0.00,0,0,166,729,1407.00
2026352035,02/04/2016,1229.00,0.76,0.76,0,0.00,0.00,0.76,0.00,0,0,69,795,1237.00
2026352035,03/04/2016,2308.00,1.43,1.43,0,0.00,0.00,1.43,0.00,0,0,115,720,1330.00
2026352035,04/04/2016,6679.00,4.14,4.14,0,0.00,0.00,4.14,0.00,0,0,263,644,1583.00
2026352035,05/04/2016,5645.00,3.50,3.50,0,0.00,0.00,3.50,0.00,0,0,248,621,1538.00
2026352035,06/04/2016,3180.00,1.97,1.97,0,0.00,0.00,1.97,0.00,0,0,185,738,1421.00
2026352035,07/04/2016,2767.00,1.72,1.72,0,0.00,0.00,1.72,0.00,0,0,170,673,1392.00
2026352035,08/04/2016,3762.00,2.33,2.33,0,0.00,0.00,2.33,0.00,0,0,173,719,1425.00
2026352035,09/04/2016,3098.00,1.92,1.92,0,0.00,0.00,1.92,0.00,0,0,185,700,1413.00
2026352035,10/04/2016,5142.00,3.19,3.19,0,0.00,0.00,3.19,0.00,0,0,230,654,1515.00
2026352035,11/04/2016,3279.00,2.03,2.03,0,0.00,0.00,2.03,0.00,0,0,164,694,1405.00
2026352035,12/04/2016,1019.00,0.63,0.63,0,0.00,0.00,0.63,0.00,0,0,64,223,600.00
2320127002,01/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1324.00
2320127002,02/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1324.00
2320127002,03/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1324.00
2320127002,04/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1324.00
2320127002,05/04/2016,4931.00,3.32,3.32,0,0.00,0.00,3.32,0.00,0,0,175,1265,1708.00
2320127002,06/04/2016,6999.00,4.72,4.72,0,0.00,0.00,4.72,0.00,0,0,320,1120,1950.00
2320127002,07/04/2016,1846.00,1.24,1.24,0,0.00,0.00,1.24,0.00,0,0,93,1347,1508.00
2320127002,08/04/2016,3417.00,2.30,2.30,0,0.00,0.00,2.30,0.00,0,0,153,1287,1625.00
2320127002,09/04/2016,4863.00,3.28,3.28,0,0.06,0.42,2.80,0.00,1,11,208,1220,1772.00
2320127002,10/04/2016,2277.00,1.53,1.53,0,0.00,0.00,1.53,0.00,0,0,103,1337,1530.00
2320127002,11/04/2016,11230.00,7.67,7.67,0,0.89,0.12,6.66,0.00,10,2,390,1038,2206.00
2320127002,12/04/2016,2098.00,1.41,1.41,0,0.00,0.00,1.41,0.00,0,0,69,617,790.00
2347167796,29/03/2016,10272.00,6.79,6.79,0,0.16,3.12,3.50,0.00,2,58,208,700,2041.00
2347167796,30/03/2016,10533.00,7.10,7.10,0,1.77,2.06,3.27,0.00,21,35,255,615,2187.00
2347167796,31/03/2016,6760.00,4.47,4.47,0,0.00,0.00,4.47,0.00,0,0,250,613,1929.00
2347167796,01/04/2016,8328.00,5.51,5.51,0,0.00,2.00,3.50,0.00,0,33,212,804,1935.00
2347167796,02/04/2016,15459.00,10.22,10.22,0,3.59,0.81,5.82,0.00,51,16,327,583,2438.00
2347167796,03/04/2016,7485.00,4.95,4.95,0,0.00,0.00,4.95,0.00,0,0,324,491,2035.00
2347167796,04/04/2016,10254.00,6.80,6.80,0,1.42,1.23,4.16,0.00,21,25,231,638,2099.00
2347167796,05/04/2016,10114.00,6.82,6.82,0,1.64,0.48,4.68,0.00,18,9,269,696,2096.00
2347167796,06/04/2016,11107.00,7.34,7.34,0,0.90,2.76,3.68,0.00,14,46,196,759,2058.00
2347167796,07/04/2016,10320.00,6.85,6.85,0,0.68,1.23,4.94,0.00,15,32,315,1002,2338.00
2347167796,08/04/2016,10209.00,6.75,6.75,0,0.16,0.35,6.23,0.00,2,6,316,711,2104.00
2347167796,09/04/2016,16081.00,10.63,10.63,0,1.25,1.82,7.56,0.00,16,32,401,970,2488.00
2347167796,10/04/2016,10078.00,6.83,6.83,0,1.02,0.12,5.69,0.00,12,3,303,463,2164.00
2347167796,11/04/2016,10001.00,6.61,6.61,0,0.33,2.93,3.36,0.00,5,52,196,788,2009.00
2347167796,12/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,425,399.00
2873212765,01/04/2016,890.00,0.60,0.60,0,0.00,0.00,0.60,0.00,0,0,41,1399,1335.00
2873212765,02/04/2016,2214.00,1.49,1.49,0,0.00,0.00,1.49,0.00,0,0,197,1243,1559.00
2873212765,03/04/2016,7640.00,5.13,5.13,0,0.19,0.80,4.15,0.00,3,15,315,1107,1845.00
2873212765,04/04/2016,9713.00,6.53,6.53,0,0.34,0.89,5.29,0.00,6,24,355,1055,2046.00
2873212765,05/04/2016,8432.00,5.67,5.67,0,0.00,0.00,5.65,0.01,0,0,374,1066,1953.00
2873212765,06/04/2016,7350.00,4.94,4.94,0,0.00,0.00,4.94,0.00,0,0,382,1058,1910.00
2873212765,07/04/2016,9353.00,6.31,6.31,0,0.37,0.69,5.24,0.00,5,17,363,1055,2035.00
2873212765,08/04/2016,7157.00,4.81,4.81,0,0.00,0.00,4.81,0.00,0,0,380,1060,1944.00
2873212765,09/04/2016,14103.00,9.56,9.56,0,3.02,0.41,6.14,0.01,46,8,288,1098,2257.00
2873212765,10/04/2016,5290.00,3.55,3.55,0,0.04,0.34,3.17,0.00,1,8,251,1180,1724.00
2873212765,11/04/2016,7497.00,5.04,5.04,0,0.00,0.00,5.04,0.00,0,0,357,882,1741.00
2873212765,12/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,0.00
2891001357,29/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1920.00
2891001357,30/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1920.00
2891001357,31/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1920.00
2891001357,01/04/2016,0.00,0.00,0.00,4.828032017,0.00,0.00,0.00,0.00,0,660,0,780,4562.00
2891001357,02/04/2016,4126.00,3.22,0.00,3.218688011,0.00,0.00,3.22,0.00,0,0,720,720,2881.00
2891001357,03/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1920.00
2891001357,04/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1920.00
2891001357,05/04/2016,2063.00,1.61,0.00,1.609344006,0.00,0.00,1.61,0.00,0,0,630,99,1144.00
3372868164,01/04/2016,5785.00,3.95,3.95,0,0.00,0.00,3.91,0.04,0,0,311,1129,1852.00
3372868164,02/04/2016,7625.00,5.23,5.23,0,1.68,0.04,3.50,0.01,24,1,341,1074,2069.00
3372868164,03/04/2016,4706.00,3.21,3.21,0,0.00,0.00,3.21,0.00,0,0,299,1141,1816.00
3372868164,04/04/2016,5861.00,4.02,4.02,0,1.30,0.22,2.49,0.01,20,7,233,1180,1878.00
3372868164,05/04/2016,4460.00,3.04,3.04,0,0.00,0.00,3.02,0.03,0,0,248,1192,1787.00
3372868164,06/04/2016,6406.00,4.39,4.39,0,0.78,0.09,3.52,0.01,17,4,325,1094,2010.00
3372868164,07/04/2016,7392.00,5.10,5.10,0,0.87,0.16,4.05,0.02,14,9,332,1085,2038.00
3372868164,08/04/2016,5551.00,3.79,3.79,0,0.00,0.00,3.77,0.01,0,0,282,1158,1815.00
3372868164,09/04/2016,8827.00,6.25,6.25,0,1.77,0.48,4.00,0.01,21,10,346,1063,2062.00
3372868164,10/04/2016,4662.00,3.18,3.18,0,1.04,0.15,1.99,0.00,22,4,152,735,1276.00
3977333714,01/04/2016,4499.00,3.01,3.01,0,0.00,0.00,3.01,0.00,0,0,168,842,1288.00
3977333714,02/04/2016,7618.00,5.10,5.10,0,0.00,0.18,4.91,0.00,0,6,302,842,1490.00
3977333714,03/04/2016,11508.00,7.70,7.70,0,2.17,0.84,4.69,0.00,29,22,282,748,1630.00
3977333714,04/04/2016,11943.00,7.99,7.99,0,1.03,2.01,4.95,0.00,16,43,297,710,1648.00
3977333714,05/04/2016,12303.00,8.23,8.23,0,1.71,1.35,5.17,0.00,26,32,291,605,1649.00
3977333714,06/04/2016,15425.00,10.32,10.32,0,1.62,1.82,6.87,0.00,24,45,331,614,1783.00
3977333714,07/04/2016,8422.00,5.63,5.63,0,0.00,3.60,2.04,0.00,0,81,139,815,1431.00
3977333714,08/04/2016,10226.00,6.84,6.84,0,0.00,4.44,2.40,0.00,0,101,174,685,1524.00
3977333714,09/04/2016,14583.00,9.76,9.76,0,2.48,1.74,5.53,0.00,35,36,254,697,1697.00
3977333714,10/04/2016,3573.00,2.39,2.39,0,0.94,0.41,0.97,0.00,15,8,99,866,1232.00
3977333714,11/04/2016,3108.00,2.14,2.14,0,0.07,0.04,1.96,0.00,1,1,129,894,1223.00
3977333714,12/04/2016,759.00,0.57,0.57,0,0.00,0.00,0.57,0.00,0,0,17,187,182.00
4020332650,12/03/2016,5543.00,3.97,3.97,0,0.00,0.00,3.96,0.01,0,0,254,757,2990.00
4020332650,13/03/2016,3226.00,2.31,2.31,0,0.00,0.00,2.28,0.00,0,0,136,771,2480.00
4020332650,14/03/2016,3023.00,2.17,2.17,0,0.00,0.00,2.14,0.00,0,0,145,1005,2570.00
4020332650,15/03/2016,5906.00,4.23,4.23,0,0.00,0.16,4.04,0.00,0,10,215,874,3016.00
4020332650,16/03/2016,12483.00,8.99,8.99,0,1.45,0.57,6.90,0.00,25,14,309,599,3830.00
4020332650,17/03/2016,8940.00,6.41,6.41,0,0.00,0.00,0.61,0.04,0,0,47,986,3706.00
4020332650,18/03/2016,368.00,0.26,0.26,0,0.00,0.00,0.00,0.00,0,0,0,1440,2024.00
4020332650,19/03/2016,5702.00,4.09,4.09,0,0.00,0.00,0.00,0.00,0,0,0,1440,2980.00
4020332650,20/03/2016,10330.00,7.41,7.41,0,0.00,0.00,0.00,0.00,0,0,0,1440,3728.00
4020332650,21/03/2016,8778.00,6.29,6.29,0,0.00,0.00,0.00,0.00,0,0,0,1440,3348.00
4020332650,22/03/2016,6662.00,4.78,4.78,0,0.00,0.00,0.00,0.00,0,0,0,1440,3162.00
4020332650,23/03/2016,6309.00,4.52,4.52,0,0.00,0.00,0.00,0.00,0,0,0,1440,3140.00
4020332650,24/03/2016,1951.00,1.41,1.41,0,0.00,0.00,0.00,0.00,0,0,0,1440,1980.00
4020332650,25/03/2016,5563.00,3.99,3.99,0,0.00,0.00,0.00,0.00,0,0,0,1440,3681.00
4020332650,26/03/2016,4370.00,3.13,3.13,0,0.00,0.00,0.00,0.00,0,0,0,1440,3444.00
4020332650,27/03/2016,7144.00,5.12,5.12,0,0.00,0.00,0.00,0.00,0,0,0,1440,3510.00
4020332650,28/03/2016,2106.00,1.51,1.51,0,0.02,0.05,0.21,0.00,31,45,75,1289,4010.00
4020332650,29/03/2016,4152.00,2.98,2.98,0,0.00,0.00,2.96,0.00,0,0,187,1253,2976.00
4020332650,30/03/2016,5400.00,3.87,3.87,0,0.00,0.00,3.85,0.00,0,0,258,795,3418.00
4020332650,31/03/2016,7428.00,5.33,5.33,0,0.87,0.92,3.51,0.00,18,33,261,860,3439.00
4020332650,01/04/2016,5351.00,3.84,3.84,0,0.62,0.18,3.01,0.00,15,17,210,748,3338.00
4020332650,02/04/2016,4299.00,3.10,3.10,0,0.09,0.21,2.74,0.04,3,15,162,752,2892.00
4020332650,03/04/2016,6107.00,4.38,4.38,0,0.00,0.00,4.36,0.00,0,0,265,776,3313.00
4020332650,04/04/2016,6429.00,4.60,4.60,0,0.00,0.95,3.65,0.00,0,28,193,741,3118.00
4020332650,05/04/2016,6880.00,4.93,4.93,0,0.50,0.76,3.65,0.00,7,19,165,1249,2966.00
4020332650,06/04/2016,7476.00,5.36,5.36,0,0.00,0.00,5.31,0.00,0,0,263,920,3253.00
4020332650,07/04/2016,6581.00,4.72,4.72,0,0.00,0.29,4.39,0.00,0,8,241,1191,3032.00
4020332650,08/04/2016,10480.00,7.51,7.51,0,0.41,1.47,5.01,0.04,6,37,272,1125,4034.00
4020332650,09/04/2016,7734.00,5.55,5.55,0,1.16,0.49,3.82,0.06,20,12,223,1185,3264.00
4020332650,10/04/2016,5129.00,3.68,3.68,0,0.18,0.24,3.21,0.01,5,7,176,1178,2817.00
4020332650,11/04/2016,2993.00,2.15,2.15,0,0.00,0.00,2.09,0.00,0,0,114,888,2507.00
4020332650,12/04/2016,8.00,0.01,0.01,0,0.00,0.00,0.01,0.00,0,0,1,321,446.00
4057192912,12/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1777.00
4057192912,13/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1777.00
4057192912,14/03/2016,8433.00,6.23,6.23,0,2.45,0.33,3.44,0.00,30,7,135,1268,2453.00
4057192912,15/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,16/03/2016,2139.00,1.56,1.56,0,0.00,1.30,0.26,0.00,0,28,15,1397,1935.00
4057192912,17/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,18/03/2016,949.00,0.69,0.69,0,0.00,0.00,0.69,0.00,0,0,34,1406,1870.00
4057192912,19/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1777.00
4057192912,20/03/2016,44.00,0.03,0.03,0,0.00,0.00,0.03,0.00,0,0,2,1438,1782.00
4057192912,21/03/2016,2660.00,1.94,1.94,0,0.00,0.00,1.94,0.00,0,0,46,1394,1978.00
4057192912,22/03/2016,5561.00,4.19,4.19,0,0.00,0.00,4.07,0.00,0,0,169,1271,2296.00
4057192912,23/03/2016,7239.00,5.34,5.34,0,0.55,0.36,4.38,0.00,7,7,190,1236,2484.00
4057192912,24/03/2016,7.00,0.01,0.01,0,0.00,0.00,0.01,0.00,0,0,1,1439,1787.00
4057192912,25/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,26/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,27/03/2016,2275.00,1.68,1.68,0,0.00,0.00,1.66,0.00,0,0,86,1354,2005.00
4057192912,28/03/2016,8.00,0.01,0.01,0,0.00,0.00,0.01,0.00,0,0,1,1439,1778.00
4057192912,29/03/2016,5137.00,3.76,3.76,0,0.00,0.00,3.76,0.00,0,0,160,1280,2293.00
4057192912,30/03/2016,5419.00,4.00,4.57,0.055842999,0.00,0.00,3.91,0.06,0,0,145,1295,2259.00
4057192912,31/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,01/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,02/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,03/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,04/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,05/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1776.00
4057192912,06/04/2016,18.00,0.01,0.01,0,0.00,0.00,0.01,0.00,0,0,2,1438,1780.00
4057192912,07/04/2016,4.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,1,1439,1778.00
4057192912,08/04/2016,8426.00,6.16,6.16,0,0.13,5.49,0.54,0.00,2,120,25,1293,2360.00
4057192912,09/04/2016,1650.00,1.21,1.21,0,0.00,0.00,1.21,0.00,0,0,60,1380,1952.00
4057192912,10/04/2016,3434.00,2.51,2.51,0,0.07,0.30,2.14,0.00,1,7,108,1324,2101.00
4057192912,11/04/2016,6801.00,4.98,4.98,0,0.00,0.00,4.97,0.00,0,0,193,1247,2393.00
4057192912,12/04/2016,187.00,0.14,0.14,0,0.00,0.00,0.14,0.00,0,0,11,400,538.00
4319703577,29/03/2016,5643.00,3.79,3.79,0,0.23,0.33,3.23,0.00,3,8,199,683,1958.00
4319703577,30/03/2016,9043.00,6.07,6.07,0,0.25,0.43,5.37,0.00,4,12,244,702,2141.00
4319703577,31/03/2016,8144.00,5.46,5.46,0,0.25,0.61,4.61,0.00,4,17,247,1125,2129.00
4319703577,01/04/2016,9343.00,6.27,6.27,0,0.96,0.85,4.46,0.00,14,20,268,654,2216.00
4319703577,02/04/2016,8405.00,5.66,5.66,0,1.13,0.19,4.34,0.00,15,4,257,621,2154.00
4319703577,03/04/2016,8223.00,5.52,5.52,0,0.80,1.51,3.21,0.00,12,37,257,551,2178.00
4319703577,04/04/2016,10067.00,6.76,6.76,0,0.36,1.42,4.97,0.00,5,39,313,578,2308.00
4319703577,05/04/2016,8359.00,5.63,5.63,0,0.23,0.53,4.87,0.00,3,14,311,638,2201.00
4319703577,06/04/2016,10946.00,7.35,7.35,0,0.54,2.09,4.72,0.00,8,51,308,569,2341.00
4319703577,07/04/2016,9130.00,6.15,6.15,0,0.50,0.38,5.27,0.00,7,11,304,668,2236.00
4319703577,08/04/2016,6544.00,4.41,4.41,0,0.29,0.26,3.86,0.00,4,6,276,1132,2069.00
4319703577,09/04/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,0.00
4388161847,29/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1878.00
4388161847,30/03/2016,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,1440,1878.00
